state,district,block,panchayat,village,date,demand
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-12-30,109.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-01-06,113.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-01-13,118.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-01-20,106.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-01-27,121.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-02-03,121.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-02-10,122.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-02-17,129.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-02-24,144.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-03-03,139.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-03-10,132.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-03-17,140.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-03-24,147.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-03-31,144.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-04-07,138.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-04-14,132.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-04-21,140.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-04-28,137.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-05-05,139.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-05-12,135.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-05-19,135.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-05-26,122.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-06-02,131.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-06-09,121.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-06-16,130.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-06-23,109.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-06-30,121.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-07-07,108.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-07-14,99.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-07-21,97.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-07-28,95.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-08-04,97.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-08-11,95.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-08-18,86.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-08-25,87.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-09-01,100.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-09-08,96.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-09-15,86.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-09-22,83.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-09-29,83.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-10-06,87.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-10-13,77.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-10-20,83.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-10-27,75.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-11-03,90.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-11-10,94.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-11-17,89.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-11-24,105.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-12-01,
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-12-08,91.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-12-15,105.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2025-12-22,114.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-01-01,105.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-01-08,95.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-01-15,107.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-01-22,103.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-01-29,105.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-02-05,114.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-02-12,114.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-02-19,104.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-02-26,123.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-03-04,124.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-03-11,114.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-03-18,120.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-03-25,121.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-04-01,120.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-04-08,115.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-04-15,114.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-04-22,117.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-04-29,123.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-05-06,118.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-05-13,111.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-05-20,115.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-05-27,92.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-06-03,113.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-06-10,94.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-06-17,99.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-06-24,91.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-07-01,88.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-07-08,99.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-07-15,87.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-07-22,89.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-07-29,84.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-08-05,84.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-08-12,80.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-08-19,70.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-08-26,81.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-09-02,71.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-09-09,64.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-09-16,69.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-09-23,80.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-09-30,76.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-10-07,69.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-10-14,70.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-10-21,71.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-10-28,86.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-11-04,78.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-11-11,80.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-11-18,85.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-11-25,83.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-12-02,82.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-12-09,85.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-12-16,89.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-12-23,92.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2024-12-30,99.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-01-06,98.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-01-13,105.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-01-20,103.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-01-27,106.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-02-03,97.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-02-10,116.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-02-17,115.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-02-24,
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-03-03,100.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-03-10,129.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-03-17,117.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-03-24,125.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-03-31,113.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-04-07,122.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-04-14,112.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-04-21,114.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-04-28,127.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-05-05,113.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-05-12,114.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-05-19,116.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-05-26,111.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-06-02,107.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-06-09,106.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-06-16,114.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-06-23,98.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-06-30,96.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-07-07,98.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-07-14,96.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-07-21,93.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-07-28,88.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-08-04,75.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-08-11,89.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-08-18,71.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-08-25,77.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-09-01,70.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-09-08,72.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-09-15,74.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-09-22,73.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-09-29,74.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-10-06,81.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-10-13,75.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-10-20,71.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-10-27,79.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-11-03,82.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-11-10,70.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-11-17,83.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-11-24,86.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-12-01,82.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-12-08,
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-12-15,88.0
Tamil Nadu,Villupuram,Gingee,Rajapalayam Colony GP,Rajapalayam Colony,2025-12-22,93.0
Tamil Nadu,Salem,Yercaud,Kumarapuram GP,Kumarapuram,2024-01-22,142.0
Tamil Nadu,Salem,Yercaud,Kumarapuram GP,Kumarapuram,2024-10-07,96.0
Tamil Nadu,Salem,Yercaud,Kumarapuram GP,KUMARAPURAM,2025-04-07,149.0
Tamil Nadu,Salem,Yercaud,Kumarapuram GP,KUMARAPURAM,2024-09-02,85.0
Tamil Nadu,Salem,Yercaud,Kumarapuram GP,KUMARAPURAM,2025-02-17,149.0
Tamil Nadu,Salem,Yercaud,Kumarapuram GP,KUMARAPURAM,2025-06-23,121.0
Tamil Nadu,Salem,Yercaud,Kumarapuram GP,Kumara Puram,2024-09-30,91.0
